FirstName,LastName,BirthDate,Gender,EmailAddress,YearlyIncome,EnglishEducation,Phone
Kaitlyn,Adams,1984-05-01,F,kaitlyn13@adventure-works.com,70000,Partial College,512-555-0158
Jillian,Garcia,1978-07-10,F,jillian15@adventure-works.com,70000,Partial College,386-555-0159
Dalton,Bennett,1978-08-12,M,dalton46@adventure-works.com,70000,Partial College,941-555-0138
Faith,Patterson,1978-07-17,F,faith9@adventure-works.com,60000,Graduate Degree,148-555-0143
Ryan,Zhang,1972-10-09,M,ryan27@adventure-works.com,60000,Graduate Degree,295-555-0128
Adrian,Bell,1978-03-06,M,adrian15@adventure-works.com,60000,Bachelors,254-555-0175
Madison,White,1966-05-13,F,madison13@adventure-works.com,60000,Partial College,813-555-0171
Alexis,Diaz,1966-04-06,F,alexis45@adventure-works.com,60000,Partial College,409-555-0139
Christine,Nara,1971-02-04,F,christine12@adventure-works.com,60000,Partial College,792-555-0139
Edgar,Sai,1971-09-30,M,edgar6@adventure-works.com,60000,Partial College,525-555-0117
Melissa,Sanchez,1965-02-16,F,melissa40@adventure-works.com,60000,Partial College,409-555-0153
Richard,Mitchell,1965-01-20,M,richard30@adventure-works.com,60000,Bachelors,142-555-0165
Patrick,Stewart,1975-09-05,M,patrick27@adventure-works.com,60000,Bachelors,115-555-0181
Hannah,Anderson,1965-02-10,F,hannah9@adventure-works.com,70000,Graduate Degree,819-555-0146
Latoya,Shen,1970-04-22,F,latoya2@adventure-works.com,80000,Graduate Degree,390-555-0186
Kurt,Sharma,1970-09-21,M,kurt9@adventure-works.com,80000,Graduate Degree,146-555-0179
Katelyn,Parker,1963-07-20,F,katelyn30@adventure-works.com,60000,Bachelors,451-555-0135
Joseph,White,1963-10-03,M,joseph19@adventure-works.com,60000,Bachelors,149-555-0116
Aaron,Ross,1969-12-18,M,aaron3@adventure-works.com,60000,Bachelors,175-555-0139
Blake,Patterson,1963-11-25,M,blake58@adventure-works.com,60000,Bachelors,473-555-0194
Whitney,Lopez,1964-05-14,F,whitney15@adventure-works.com,70000,Graduate Degree,307-555-0113
Jamie,Liang,1969-09-13,F,jamie20@adventure-works.com,70000,Graduate Degree,138-555-0111
Julio,Ortega,1975-04-07,M,julio23@adventure-works.com,90000,Graduate Degree,1 (11) 500 555-0180
Orlando,Carlson,1974-08-09,M,orlando18@adventure-works.com,90000,Graduate Degree,1 (11) 500 555-0111
Ann,Gonzalez,1980-04-30,F,ann23@adventure-works.com,100000,Graduate Degree,1 (11) 500 555-0118
Dustin,Chander,1975-01-18,M,dustin16@adventure-works.com,100000,Graduate Degree,1 (11) 500 555-0196
Frank,Carlson,1975-05-18,M,frank26@adventure-works.com,100000,Graduate Degree,1 (11) 500 555-0160
Orlando,Ashe,1974-05-28,M,orlando5@adventure-works.com,60000,Bachelors,1 (11) 500 555-0184
Angela,Henderson,1975-12-31,F,angela7@adventure-works.com,80000,Graduate Degree,1 (11) 500 555-0118
Brenda,Perez,1976-03-15,F,brenda25@adventure-works.com,80000,Graduate Degree,1 (11) 500 555-0181
Byron,Carlson,1981-03-03,M,byron12@adventure-works.com,90000,Bachelors,1 (11) 500 555-0115
Drew,Pal,1972-09-14,M,drew13@adventure-works.com,70000,Bachelors,1 (11) 500 555-0151
Kate,Raji,1985-10-21,F,kate18@adventure-works.com,110000,Graduate Degree,1 (11) 500 555-0124
Kaylee,Cook,1986-05-05,F,kaylee18@adventure-works.com,110000,Graduate Degree,1 (11) 500 555-0188
Isaiah,Ramirez,1974-12-14,M,isaiah6@adventure-works.com,110000,Graduate Degree,1 (11) 500 555-0177
Gabriella,Sanders,1972-08-17,F,gabriella1@adventure-works.com,80000,Graduate Degree,1 (11) 500 555-0115
Sarah,Garcia,1973-03-07,F,sarah18@adventure-works.com,80000,Graduate Degree,1 (11) 500 555-0145
Rafael,Tang,1972-01-08,M,rafael27@adventure-works.com,80000,Graduate Degree,1 (11) 500 555-0157
Nichole,She,1971-08-10,F,nichole0@adventure-works.com,80000,Graduate Degree,1 (11) 500 555-0168
Jaclyn,Zheng,1971-12-10,F,jaclyn21@adventure-works.com,80000,Graduate Degree,1 (11) 500 555-0117
Rachael,Kapoor,1972-05-15,F,rachael1@adventure-works.com,80000,Graduate Degree,1 (11) 500 555-0149
Rachael,Sai,1971-06-16,F,rachael5@adventure-works.com,60000,Bachelors,1 (11) 500 555-0196
Rebecca,Robinson,1970-12-09,F,rebecca3@adventure-works.com,60000,Bachelors,648-555-0100
Meagan,Rana,1979-05-05,F,meagan11@adventure-works.com,70000,Bachelors,1 (11) 500 555-0118
Philip,Carlson,1973-09-13,M,philip17@adventure-works.com,70000,Bachelors,1 (11) 500 555-0110
Joe,Rana,1976-09-03,M,joe14@adventure-works.com,70000,Bachelors,1 (11) 500 555-0177
Roy,Sanz,1971-04-21,M,roy40@adventure-works.com,70000,Bachelors,1 (11) 500 555-0156
Kaylee,Hill,1969-08-31,F,kaylee35@adventure-works.com,60000,Bachelors,1 (11) 500 555-0131
Warren,Andersen,1969-08-17,M,warren2@adventure-works.com,60000,Bachelors,1 (11) 500 555-0181
Adrienne,Gomez,1975-02-24,F,adrienne1@adventure-works.com,60000,Bachelors,1 (11) 500 555-0149
Gilbert,Zhu,1970-06-22,M,gilbert11@adventure-works.com,60000,Bachelors,1 (11) 500 555-0127
James,Davis,1985-02-13,M,james80@adventure-works.com,90000,Partial College,483-555-0135
Sarah,Bryant,1985-04-21,F,sarah42@adventure-works.com,60000,Partial College,197-555-0118
Ian,Long,1985-04-23,M,ian50@adventure-works.com,60000,Partial College,212-555-0171
Ashlee,Jai,1984-05-05,F,ashlee18@adventure-works.com,40000,Partial College,547-555-0176
Eduardo,Foster,1983-09-15,M,eduardo60@adventure-works.com,40000,Partial College,522-555-0169
Nicole,Murphy,1984-01-21,F,nicole32@adventure-works.com,40000,Partial College,373-555-0118
Isabella,Morris,1984-03-06,F,isabella83@adventure-works.com,60000,Partial College,693-555-0146
Virginia,Gonzalez,1962-08-08,F,virginia21@adventure-works.com,30000,Partial College,1 (11) 500 555-0188
Jaclyn,Nara,1952-10-31,F,jaclyn40@adventure-works.com,20000,High School,1 (11) 500 555-0177
Marcus,Adams,1984-05-12,M,marcus34@adventure-works.com,70000,Partial College,687-555-0170
Elizabeth,Coleman,1984-02-08,F,elizabeth35@adventure-works.com,70000,Partial College,400-555-0120
Mathew,Rubio,1982-09-01,M,mathew17@adventure-works.com,40000,Partial High School,430-555-0126
Jessica,Taylor,1983-05-19,F,jessica56@adventure-works.com,30000,Partial College,144-555-0123
Hunter,Clark,1982-10-09,M,hunter51@adventure-works.com,30000,Partial College,121-555-0144
Devin,Perez,1982-12-03,M,devin35@adventure-works.com,30000,Partial College,500-555-0169
Seth,Alexander,1983-03-21,M,seth67@adventure-works.com,60000,Partial College,178-555-0186
Kevin,Washington,1982-12-20,M,kevin16@adventure-works.com,60000,Partial College,970-555-0114
Tyler,Miller,1983-01-09,M,tyler11@adventure-works.com,100000,Bachelors,456-555-0191
Adam,Roberts,1982-05-26,M,adam34@adventure-works.com,60000,Partial College,868-555-0122
George,Gonzalez,1954-12-11,M,george25@adventure-works.com,20000,Partial High School,1 (11) 500 555-0181
Dawn,Huang,1954-08-27,F,dawn7@adventure-works.com,20000,Partial High School,1 (11) 500 555-0154
Rachael,Rodriguez,1956-04-13,F,rachael18@adventure-works.com,30000,Partial College,1 (11) 500 555-0134
Dennis,Huang,1986-03-11,M,dennis7@adventure-works.com,20000,Partial College,183-555-0120
Brandy,Saunders,1956-07-02,F,brandy6@adventure-works.com,30000,High School,1 (11) 500 555-0143
Jenny,Zheng,1957-04-20,F,jenny21@adventure-works.com,30000,High School,1 (11) 500 555-0162
Tasha,Xu,1956-10-07,F,tasha5@adventure-works.com,30000,High School,1 (11) 500 555-0194
Julia,Brooks,1986-05-05,F,julia63@adventure-works.com,70000,Partial College,845-555-0143
Jordan,Carter,1985-03-09,F,jordan39@adventure-works.com,70000,Partial College,609-555-0117
Lacey,Huang,1958-02-03,F,lacey18@adventure-works.com,40000,Partial College,1 (11) 500 555-0121
Dorothy,Robinson,1960-03-22,M,dorothy3@adventure-works.com,80000,Partial College,423-555-0100
Courtney,Wright,1981-03-03,F,courtney16@adventure-works.com,40000,High School,366-555-0162
Joseph,Garcia,1981-02-13,M,joseph23@adventure-works.com,60000,Partial College,594-555-0120
Gabriel,Green,1980-10-02,M,gabriel45@adventure-works.com,60000,Partial College,149-555-0162
Alexandria,Sandberg,1985-08-30,F,alexandria27@adventure-works.com,40000,High School,998-555-0194
Courtney,Hernandez,1979-02-09,F,courtney14@adventure-works.com,60000,Partial College,424-555-0199
Dylan,Lal,1978-07-06,M,dylan28@adventure-works.com,70000,Partial College,844-555-0156
Elizabeth,Davis,1978-10-05,F,elizabeth9@adventure-works.com,70000,Partial College,884-555-0119
Ana,Griffin,1978-12-31,F,ana19@adventure-works.com,70000,Partial College,377-555-0180
Anne,Alvarez,1978-12-22,F,anne5@adventure-works.com,70000,Partial College,297-555-0150
Alexandra,Roberts,1982-05-28,F,alexandra47@adventure-works.com,60000,Partial College,685-555-0149
Antonio,Patterson,1960-12-10,M,antonio10@adventure-works.com,80000,High School,1 (11) 500 555-0197
Sharon,Salavaria,1967-02-13,M,sharon4@adventure-works.com,70000,High School,109-555-0100
Katie,She,1962-04-18,F,katie3@adventure-works.com,70000,High School,1 (11) 500 555-0150
Rafael,Black,1967-02-13,M,rafael44@adventure-works.com,70000,High School,1 (11) 500 555-0147
Latasha,Munoz,1962-08-10,F,latasha7@adventure-works.com,80000,High School,1 (11) 500 555-0118
Kelsey,Becker,1964-04-19,F,kelsey19@adventure-works.com,130000,Graduate Degree,1 (11) 500 555-0135
Randy,Xu,1964-01-22,M,randy14@adventure-works.com,130000,Graduate Degree,1 (11) 500 555-0188
Bailey,Collins,1984-11-12,F,bailey22@adventure-works.com,80000,Bachelors,968-555-0128
Amanda,Adams,1979-03-03,F,amanda58@adventure-works.com,80000,Bachelors,592-555-0166
Katherine,Williams,1979-09-20,F,katherine73@adventure-works.com,60000,Partial College,351-555-0197
Caroline,Barnes,1979-08-03,F,caroline5@adventure-works.com,60000,Partial College,820-555-0119
Randy,Sun,1979-08-07,M,randy15@adventure-works.com,60000,Partial College,156-555-0147
Destiny,Garcia,1980-04-02,F,destiny16@adventure-works.com,60000,High School,928-555-0186
Audrey,Ramos,1970-05-22,F,audrey19@adventure-works.com,120000,Bachelors,1 (11) 500 555-0176
Bonnie,Jai,1964-11-19,F,bonnie17@adventure-works.com,130000,Graduate Degree,1 (11) 500 555-0185
Jackson,Washington,1977-10-18,M,jackson15@adventure-works.com,130000,Graduate Degree,644-555-0115
Christopher,Johnson,1962-11-05,M,christopher25@adventure-works.com,80000,Partial High School,130-555-0198
Kimberly,Richardson,1963-06-17,F,kimberly13@adventure-works.com,60000,High School,116-555-0182
Alexandria,Howard,1962-08-03,F,alexandria33@adventure-works.com,60000,High School,935-555-0120
Alexandra,Foster,1962-10-02,F,alexandra37@adventure-works.com,60000,High School,278-555-0183
Cheryl,Ortega,1968-02-24,F,cheryl24@adventure-works.com,70000,Partial College,354-555-0177
Alex,Campbell,1962-12-04,M,alex35@adventure-works.com,80000,Bachelors,376-555-0156
Melanie,Hughes,1963-05-18,F,melanie27@adventure-works.com,80000,Bachelors,909-555-0153
Max,Alvarez,1969-01-20,M,max5@adventure-works.com,70000,Bachelors,1 (11) 500 555-0124
Diane,Vazquez,1973-05-26,F,diane19@adventure-works.com,90000,Bachelors,1 (11) 500 555-0128
Kathryn,Chapman,1968-02-17,F,kathryn14@adventure-works.com,70000,Partial College,1 (11) 500 555-0127
Kara,Anand,1984-03-20,F,kara20@adventure-works.com,70000,Partial College,1 (11) 500 555-0130
Joanna,Vazquez,1968-01-12,F,joanna13@adventure-works.com,70000,Partial College,1 (11) 500 555-0182
Frederick,Martinez,1968-02-07,M,frederick14@adventure-works.com,60000,Bachelors,1 (11) 500 555-0142
Tonya,Chande,1972-06-09,F,tonya14@adventure-works.com,60000,Partial College,1 (11) 500 555-0177
Rosa,Wang,1977-09-12,F,rosa1@adventure-works.com,60000,Partial College,1 (11) 500 555-0178
Leah,Hu,1977-10-18,F,leah16@adventure-works.com,110000,Graduate Degree,1 (11) 500 555-0191
Kelvin,Carson,1965-12-12,M,kelvin11@adventure-works.com,60000,Partial College,1 (11) 500 555-0149
Veronica,Srini,1966-01-30,F,veronica9@adventure-works.com,60000,Partial College,1 (11) 500 555-0173
Kristina,Kapoor,1971-04-04,F,kristina1@adventure-works.com,60000,Partial College,1 (11) 500 555-0140
Donna,Sharma,1966-02-07,F,donna9@adventure-works.com,60000,Partial College,1 (11) 500 555-0118
Johnny,Shan,1965-12-03,M,johnny11@adventure-works.com,60000,Partial College,1 (11) 500 555-0145
